Doc&Category, Element ID, Porperty, Number Value,String Value 
9,944436,底部偏移@19,0,
9,944436,无连接高度@19,111,
9,944436,结构用途@12,0,
9,944436,底部延伸距离@19,0,
9,944436,类型@-1,,I - 4"
9,944436,结构@12,0,
9,944436,已附着底部@19,0,
9,944436,与体量相关@19,0,
9,944436,已附着顶部@19,0,
9,944436,体积@1,272.1,
9,944436,在插入点包络@3,0,
9,944436,结构材质@5,,00_C-White
9,944436,吸收率@92,0.1,
9,944436,类型名称@0,,I - 4"
9,944436,在端点包络@3,0,
9,944436,厚度@3,0.33,
9,944436,功能@3,0,
9,944436,粗略比例填充颜色@4,0,
9,944436,粗糙度@92,1,
9,944605,顶部偏移@19,-1,
9,944605,底部偏移@19,0,
9,944605,族与类型@-1,,I - 8"
9,944605,无连接高度@19,125,
9,944605,结构@12,0,
9,944605,体积@1,638.89,
9,944605,底部约束@19,,L1
9,944605,定位线@19,2,
9,944605,创建的阶段@14,,New Construction
9,944605,已附着顶部@19,0,
9,944605,底部延伸距离@19,0,
9,944605,面积@1,958.33,
9,944605,结构用途@12,0,
9,944605,类型@-1,,I - 8"
9,944605,族@-1,,I - 8"
9,944605,启用分析模型@12,0,
9,944605,长度@1,8.04,
9,944605,顶部延伸距离@19,0,
9,944605,已附着底部@19,0,
9,944605,类型 ID@-1,,I - 8"
9,944605,顶部约束@19,,Roof
9,944605,与体量相关@19,0,
9,944605,厚度@3,0.67,
9,944605,粗糙度@92,1,
9,944605,在端点包络@3,0,
9,944605,结构材质@5,,00_C-White
9,944605,在插入点包络@3,0,
9,944605,功能@3,0,
9,944605,粗略比例填充颜色@4,0,
9,944605,类型名称@0,,I - 8"
9,944605,吸收率@92,0.1,
9,944684,创建的阶段@14,,New Construction
9,944684,底部约束@19,,L1
9,944684,类型@-1,,I - 6"
9,944684,定位线@19,2,
9,944684,结构@12,0,
9,944684,无连接高度@19,125,
9,944684,与体量相关@19,0,
9,944684,体积@1,937.5,
9,944684,已附着底部@19,0,
9,944684,族@-1,,I - 6"
9,944684,结构用途@12,0,
9,944684,启用分析模型@12,0,
9,944684,顶部约束@19,,Roof
9,944684,面积@1,1875,
9,944684,顶部偏移@19,-1,
9,944684,已附着顶部@19,0,
9,944684,类型 ID@-1,,I - 6"
9,944684,底部延伸距离@19,0,
9,944684,顶部延伸距离@19,0,
9,944684,底部偏移@19,0,
9,944684,长度@1,15.96,
9,944684,族与类型@-1,,I - 6"
9,944684,结构材质@5,,00_C-White
9,944684,功能@3,0,
9,944684,吸收率@92,0.1,
9,944684,粗糙度@92,1,
9,944684,在插入点包络@3,0,
9,944684,在端点包络@3,0,
9,944684,粗略比例填充颜色@4,0,
9,944684,厚度@3,0.5,
9,944684,类型名称@0,,I - 6"
9,944841,底部延伸距离@19,0,
9,944841,底部偏移@19,0,
9,944841,类型@-1,,I - 4"
9,944841,底部约束@19,,L8
9,944841,顶部约束@19,,L9
9,944841,已附着顶部@19,0,
9,944841,启用分析模型@12,0,
9,944841,长度@1,24.79,
9,944841,已附着底部@19,0,
9,944841,结构用途@12,0,
9,944841,无连接高度@19,13,
9,944841,结构@12,0,
9,944841,类型 ID@-1,,I - 4"
9,944841,定位线@19,2,
9,944841,族与类型@-1,,I - 4"
9,944841,顶部偏移@19,-1,
9,944841,顶部延伸距离@19,0,
9,944841,族@-1,,I - 4"
9,944841,面积@1,266.55,
9,944841,体积@1,88.85,
9,944841,与体量相关@19,0,
9,944841,创建的阶段@14,,New Construction
9,944841,在插入点包络@3,0,
9,944841,结构材质@5,,00_C-White
9,944841,吸收率@92,0.1,
9,944841,类型名称@0,,I - 4"
9,944841,在端点包络@3,0,
9,944841,厚度@3,0.33,
9,944841,功能@3,0,
9,944841,粗略比例填充颜色@4,0,
9,944841,粗糙度@92,1,
9,944842,创建的阶段@14,,New Construction
9,944842,面积@1,369.3,
9,944842,底部约束@19,,L8
9,944842,无连接高度@19,13,
9,944842,底部延伸距离@19,0,
9,944842,族@-1,,I - 6"
9,944842,族与类型@-1,,I - 6"
9,944842,类型 ID@-1,,I - 6"
9,944842,底部偏移@19,0,
9,944842,顶部偏移@19,-1,
9,944842,长度@1,47.82,
9,944842,顶部约束@19,,L9
9,944842,与体量相关@19,0,
9,944842,启用分析模型@12,0,
9,944842,结构用途@12,0,
9,944842,已附着底部@19,0,
9,944842,体积@1,184.65,
9,944842,结构@12,0,
9,944842,顶部延伸距离@19,0,
9,944842,类型@-1,,I - 6"
9,944842,定位线@19,2,
9,944842,已附着顶部@19,0,
9,944842,结构材质@5,,00_C-White
9,944842,功能@3,0,
9,944842,吸收率@92,0.1,
9,944842,粗糙度@92,1,
9,944842,在插入点包络@3,0,
9,944842,在端点包络@3,0,
9,944842,粗略比例填充颜色@4,0,
9,944842,厚度@3,0.5,
9,944842,类型名称@0,,I - 6"
9,944843,底部偏移@19,0,
9,944843,长度@1,24.79,
9,944843,顶部延伸距离@19,0,
9,944843,底部约束@19,,L8
9,944843,类型@-1,,I - 4"
9,944843,底部延伸距离@19,0,
9,944843,类型 ID@-1,,I - 4"
9,944843,启用分析模型@12,0,
9,944843,结构@12,0,
9,944843,结构用途@12,0,
9,944843,族@-1,,I - 4"
9,944843,与体量相关@19,0,
9,944843,已附着底部@19,0,
9,944843,无连接高度@19,13,
9,944843,面积@1,225.51,
9,944843,顶部约束@19,,L9
9,944843,定位线@19,2,
9,944843,族与类型@-1,,I - 4"
9,944843,顶部偏移@19,-1,
9,944843,创建的阶段@14,,New Construction
9,944843,已附着顶部@19,0,
9,944843,体积@1,75.17,
9,944843,在插入点包络@3,0,
9,944843,结构材质@5,,00_C-White
9,944843,吸收率@92,0.1,
9,944843,类型名称@0,,I - 4"
9,944843,在端点包络@3,0,
9,944843,厚度@3,0.33,
9,944843,功能@3,0,
9,944843,粗略比例填充颜色@4,0,
9,944843,粗糙度@92,1,
9,944963,启用分析模型@12,0,
9,944963,底部偏移@19,0,
9,944963,结构@12,0,
9,944963,类型@-1,,I - 4"
9,944963,顶部约束@19,,L9
9,944963,已附着底部@19,0,
9,944963,面积@1,257.25,
9,944963,顶部延伸距离@19,0,
9,944963,无连接高度@19,13,
9,944963,与体量相关@19,0,
9,944963,结构用途@12,0,
9,944963,底部延伸距离@19,0,
9,944963,定位线@19,2,
9,944963,类型 ID@-1,,I - 4"
9,944963,长度@1,24.63,
9,944963,已附着顶部@19,0,
9,944963,族与类型@-1,,I - 4"
9,944963,底部约束@19,,L8
9,944963,创建的阶段@14,,New Construction
9,944963,顶部偏移@19,-1,
9,944963,族@-1,,I - 4"
9,944963,体积@1,85.75,
9,944963,在插入点包络@3,0,
9,944963,结构材质@5,,00_C-White
9,944963,吸收率@92,0.1,
9,944963,类型名称@0,,I - 4"
9,944963,在端点包络@3,0,
9,944963,厚度@3,0.33,
9,944963,功能@3,0,
9,944963,粗略比例填充颜色@4,0,
9,944963,粗糙度@92,1,
9,945012,启用分析模型@12,0,
9,945012,定位线@19,2,
9,945012,顶部延伸距离@19,0,
9,945012,族@-1,,I - 4"
9,945012,底部偏移@19,0,
9,945012,族与类型@-1,,I - 4"
9,945012,底部约束@19,,L8
9,945012,创建的阶段@14,,New Construction
9,945012,面积@1,216.94,
9,945012,体积@1,72.31,
9,945012,与体量相关@19,0,
9,945012,顶部约束@19,,L9
9,945012,类型@-1,,I - 4"
9,945012,已附着底部@19,0,
9,945012,长度@1,17.02,
9,945012,已附着顶部@19,0,
9,945012,顶部偏移@19,-1,
9,945012,无连接高度@19,13,
9,945012,结构@12,0,
9,945012,类型 ID@-1,,I - 4"
9,945012,结构用途@12,0,
9,945012,底部延伸距离@19,0,
9,945012,在插入点包络@3,0,
9,945012,结构材质@5,,00_C-White
9,945012,吸收率@92,0.1,
9,945012,类型名称@0,,I - 4"
9,945012,在端点包络@3,0,
9,945012,厚度@3,0.33,
9,945012,功能@3,0,
9,945012,粗略比例填充颜色@4,0,
9,945012,粗糙度@92,1,
9,945119,长度@1,8.63,
9,945119,结构用途@12,0,
9,945119,类型 ID@-1,,I - 4"
9,945119,面积@1,106.71,
9,945119,已附着顶部@19,0,
9,945119,创建的阶段@14,,New Construction
9,945119,底部约束@19,,L8
9,945119,顶部延伸距离@19,0,
9,945119,与体量相关@19,0,
9,945119,启用分析模型@12,0,
9,945119,族与类型@-1,,I - 4"
9,945119,顶部约束@19,,L9
9,945119,无连接高度@19,13,
9,945119,类型@-1,,I - 4"
9,945119,已附着底部@19,0,
9,945119,定位线@19,2,
9,945119,顶部偏移@19,-1,
9,945119,族@-1,,I - 4"
9,945119,底部偏移@19,0,
9,945119,底部延伸距离@19,0,
9,945119,结构@12,0,
9,945119,体积@1,35.57,
9,945119,在插入点包络@3,0,
9,945119,结构材质@5,,00_C-White
9,945119,吸收率@92,0.1,
9,945119,类型名称@0,,I - 4"
9,945119,在端点包络@3,0,
9,945119,厚度@3,0.33,
9,945119,功能@3,0,
9,945119,粗略比例填充颜色@4,0,
9,945119,粗糙度@92,1,
9,945264,体积@1,85.75,
9,945264,顶部约束@19,,L9
9,945264,族@-1,,I - 4"
9,945264,族与类型@-1,,I - 4"
9,945264,创建的阶段@14,,New Construction
9,945264,底部偏移@19,0,
9,945264,顶部偏移@19,-1,
9,945264,面积@1,257.25,
9,945264,类型@-1,,I - 4"
9,945264,类型 ID@-1,,I - 4"
9,945264,结构@12,0,
9,945264,已附着底部@19,0,
9,945264,结构用途@12,0,
9,945264,与体量相关@19,0,
9,945264,底部延伸距离@19,0,
9,945264,长度@1,24.63,
9,945264,已附着顶部@19,0,
9,945264,定位线@19,2,
9,945264,顶部延伸距离@19,0,
9,945264,底部约束@19,,L8
9,945264,无连接高度@19,13,
9,945264,启用分析模型@12,0,
9,945264,在插入点包络@3,0,
9,945264,结构材质@5,,00_C-White
9,945264,吸收率@92,0.1,
9,945264,类型名称@0,,I - 4"
9,945264,在端点包络@3,0,
9,945264,厚度@3,0.33,
9,945264,功能@3,0,
9,945264,粗略比例填充颜色@4,0,
9,945264,粗糙度@92,1,
9,945393,类型 ID@-1,,I - 4"
9,945393,长度@1,24.63,
9,945393,底部约束@19,,L8
9,945393,与体量相关@19,0,
9,945393,创建的阶段@14,,New Construction
9,945393,已附着顶部@19,0,
9,945393,无连接高度@19,13,
9,945393,已附着底部@19,0,
9,945393,结构@12,0,
9,945393,顶部约束@19,,L9
9,945393,顶部延伸距离@19,0,
9,945393,族与类型@-1,,I - 4"
9,945393,定位线@19,2,
9,945393,类型@-1,,I - 4"
9,945393,顶部偏移@19,-1,
9,945393,面积@1,220.94,
9,945393,底部偏移@19,0,
9,945393,体积@1,73.65,
9,945393,启用分析模型@12,0,
9,945393,底部延伸距离@19,0,
9,945393,族@-1,,I - 4"
9,945393,结构用途@12,0,
9,945393,在插入点包络@3,0,
9,945393,结构材质@5,,00_C-White
9,945393,吸收率@92,0.1,
9,945393,类型名称@0,,I - 4"
9,945393,在端点包络@3,0,
9,945393,厚度@3,0.33,
9,945393,功能@3,0,
9,945393,粗略比例填充颜色@4,0,
9,945393,粗糙度@92,1,
9,945546,顶部偏移@19,-1,
9,945546,创建的阶段@14,,New Construction
9,945546,与体量相关@19,0,
9,945546,面积@1,221.47,
9,945546,类型@-1,,I - 4"
9,945546,结构用途@12,0,
9,945546,底部偏移@19,0,
9,945546,顶部延伸距离@19,0,
9,945546,启用分析模型@12,0,
9,945546,底部约束@19,,L8
9,945546,定位线@19,2,
9,945546,长度@1,17.37,
9,945546,无连接高度@19,13,
9,945546,类型 ID@-1,,I - 4"
9,945546,体积@1,73.82,
9,945546,已附着底部@19,0,
9,945546,已附着顶部@19,0,
9,945546,底部延伸距离@19,0,
9,945546,族@-1,,I - 4"
9,945546,结构@12,0,
9,945546,顶部约束@19,,L9
9,945546,族与类型@-1,,I - 4"
9,945546,在插入点包络@3,0,
9,945546,结构材质@5,,00_C-White
9,945546,吸收率@92,0.1,
9,945546,类型名称@0,,I - 4"
9,945546,在端点包络@3,0,
9,945546,厚度@3,0.33,
9,945546,功能@3,0,
9,945546,粗略比例填充颜色@4,0,
9,945546,粗糙度@92,1,
9,945627,体积@1,73.82,
9,945627,面积@1,221.47,
9,945627,无连接高度@19,13,
9,945627,族@-1,,I - 4"
9,945627,已附着底部@19,0,
9,945627,底部约束@19,,L8
9,945627,类型@-1,,I - 4"
9,945627,类型 ID@-1,,I - 4"
9,945627,长度@1,17.37,
9,945627,顶部约束@19,,L9
9,945627,与体量相关@19,0,
9,945627,族与类型@-1,,I - 4"
9,945627,结构用途@12,0,
9,945627,顶部延伸距离@19,0,
9,945627,定位线@19,2,
9,945627,底部延伸距离@19,0,
9,945627,顶部偏移@19,-1,
9,945627,底部偏移@19,0,
9,945627,已附着顶部@19,0,
9,945627,创建的阶段@14,,New Construction
9,945627,启用分析模型@12,0,
9,945627,结构@12,0,
9,945627,在插入点包络@3,0,
9,945627,结构材质@5,,00_C-White
9,945627,吸收率@92,0.1,
9,945627,类型名称@0,,I - 4"
9,945627,在端点包络@3,0,
9,945627,厚度@3,0.33,
9,945627,功能@3,0,
9,945627,粗略比例填充颜色@4,0,
9,945627,粗糙度@92,1,
9,945704,创建的阶段@14,,New Construction
9,945704,底部约束@19,,L8
9,945704,定位线@19,2,
9,945704,顶部约束@19,,L9
9,945704,族@-1,,I - 4"
9,945704,体积@1,28.17,
9,945704,结构用途@12,0,
9,945704,已附着底部@19,0,
9,945704,无连接高度@19,13,
9,945704,面积@1,84.51,
9,945704,顶部延伸距离@19,0,
9,945704,已附着顶部@19,0,
9,945704,族与类型@-1,,I - 4"
9,945704,底部延伸距离@19,0,
9,945704,底部偏移@19,0,
9,945704,类型 ID@-1,,I - 4"
9,945704,顶部偏移@19,-1,
9,945704,结构@12,0,
9,945704,长度@1,6.5,
9,945704,启用分析模型@12,0,
9,945704,类型@-1,,I - 4"
9,945704,与体量相关@19,0,
9,945704,在插入点包络@3,0,
9,945704,结构材质@5,,00_C-White
9,945704,吸收率@92,0.1,
9,945704,类型名称@0,,I - 4"
9,945704,在端点包络@3,0,
9,945704,厚度@3,0.33,
9,945704,功能@3,0,
9,945704,粗略比例填充颜色@4,0,
9,945704,粗糙度@92,1,
9,945779,体积@1,19.59,
9,945779,顶部偏移@19,-1,
9,945779,族@-1,,I - 4"
9,945779,类型 ID@-1,,I - 4"
9,945779,无连接高度@19,13,
9,945779,底部偏移@19,0,
9,945779,已附着底部@19,0,
9,945779,底部约束@19,,L8
9,945779,启用分析模型@12,0,
9,945779,已附着顶部@19,0,
9,945779,定位线@19,2,
9,945779,长度@1,4.52,
9,945779,类型@-1,,I - 4"
9,945779,顶部约束@19,,L9
9,945779,结构用途@12,0,
9,945779,与体量相关@19,0,
9,945779,族与类型@-1,,I - 4"
9,945779,创建的阶段@14,,New Construction
9,945779,底部延伸距离@19,0,
9,945779,结构@12,0,
9,945779,面积@1,58.77,
9,945779,顶部延伸距离@19,0,
9,945779,在插入点包络@3,0,
9,945779,结构材质@5,,00_C-White
9,945779,吸收率@92,0.1,
9,945779,类型名称@0,,I - 4"
9,945779,在端点包络@3,0,
9,945779,厚度@3,0.33,
9,945779,功能@3,0,
9,945779,粗略比例填充颜色@4,0,
9,945779,粗糙度@92,1,
9,945823,体积@1,18.25,
9,945823,类型 ID@-1,,I - 4"
9,945823,顶部延伸距离@19,0,
9,945823,族@-1,,I - 4"
9,945823,与体量相关@19,0,
9,945823,创建的阶段@14,,New Construction
9,945823,结构用途@12,0,
9,945823,顶部约束@19,,L9
9,945823,定位线@19,2,
9,945823,已附着底部@19,0,
9,945823,顶部偏移@19,-1,
9,945823,面积@1,54.76,
9,945823,长度@1,6.5,
9,945823,类型@-1,,I - 4"
9,945823,启用分析模型@12,0,
9,945823,底部约束@19,,L8
9,945823,族与类型@-1,,I - 4"
9,945823,底部延伸距离@19,0,
9,945823,已附着顶部@19,0,
9,945823,结构@12,0,
9,945823,底部偏移@19,0,
9,945823,无连接高度@19,13,
9,945823,在插入点包络@3,0,
9,945823,结构材质@5,,00_C-White
9,945823,吸收率@92,0.1,
9,945823,类型名称@0,,I - 4"
9,945823,在端点包络@3,0,
9,945823,厚度@3,0.33,
9,945823,功能@3,0,
9,945823,粗略比例填充颜色@4,0,
9,945823,粗糙度@92,1,
9,945911,类型@-1,,I - 4"
9,945911,已附着底部@19,0,
9,945911,与体量相关@19,0,
9,945911,结构@12,0,
9,945911,顶部约束@19,,L9
9,945911,族@-1,,I - 4"
9,945911,底部偏移@19,0,
9,945911,底部延伸距离@19,0,
9,945911,无连接高度@19,13,
9,945911,面积@1,64.46,
9,945911,类型 ID@-1,,I - 4"
9,945911,族与类型@-1,,I - 4"
9,945911,顶部偏移@19,-1,
9,945911,定位线@19,2,
9,945911,底部约束@19,,L8
9,945911,体积@1,21.49,
9,945911,启用分析模型@12,0,
9,945911,创建的阶段@14,,New Construction
9,945911,已附着顶部@19,0,
9,945911,顶部延伸距离@19,0,
9,945911,长度@1,4.96,
9,945911,结构用途@12,0,
9,945911,在插入点包络@3,0,
9,945911,结构材质@5,,00_C-White
9,945911,吸收率@92,0.1,
9,945911,类型名称@0,,I - 4"
9,945911,在端点包络@3,0,
9,945911,厚度@3,0.33,
9,945911,功能@3,0,
9,945911,粗略比例填充颜色@4,0,
9,945911,粗糙度@92,1,
9,945949,面积@1,21.12,
9,945949,与体量相关@19,0,
9,945949,顶部偏移@19,-1,
9,945949,族与类型@-1,,I - 4"
9,945949,创建的阶段@14,,New Construction
9,945949,顶部延伸距离@19,0,
9,945949,无连接高度@19,13,
9,945949,结构用途@12,0,
9,945949,已附着底部@19,0,
9,945949,定位线@19,2,
9,945949,底部偏移@19,0,
9,945949,体积@1,7.04,
9,945949,已附着顶部@19,0,
9,945949,顶部约束@19,,L9
9,945949,结构@12,0,
9,945949,底部延伸距离@19,0,
9,945949,类型@-1,,I - 4"
9,945949,长度@1,1.62,
9,945949,族@-1,,I - 4"
9,945949,类型 ID@-1,,I - 4"
9,945949,底部约束@19,,L8
9,945949,启用分析模型@12,0,
9,945949,在插入点包络@3,0,
9,945949,结构材质@5,,00_C-White
9,945949,吸收率@92,0.1,
9,945949,类型名称@0,,I - 4"
9,945949,在端点包络@3,0,
9,945949,厚度@3,0.33,
9,945949,功能@3,0,
9,945949,粗略比例填充颜色@4,0,
9,945949,粗糙度@92,1,
9,945984,顶部延伸距离@19,0,
9,945984,无连接高度@19,13,
9,945984,类型@-1,,I - 4"
9,945984,底部偏移@19,0,
9,945984,族与类型@-1,,I - 4"
9,945984,类型 ID@-1,,I - 4"
9,945984,与体量相关@19,0,
9,945984,已附着顶部@19,0,
9,945984,底部约束@19,,L8
9,945984,底部延伸距离@19,0,
9,945984,顶部约束@19,,L9
9,945984,体积@1,3.78,
9,945984,顶部偏移@19,-1,
9,945984,长度@1,1.04,
9,945984,启用分析模型@12,0,
9,945984,结构@12,0,
9,945984,族@-1,,I - 4"
9,945984,结构用途@12,0,
9,945984,已附着底部@19,0,
9,945984,面积@1,11.35,
9,945984,定位线@19,2,
9,945984,创建的阶段@14,,New Construction
9,945984,在插入点包络@3,0,
9,945984,结构材质@5,,00_C-White
9,945984,吸收率@92,0.1,
9,945984,类型名称@0,,I - 4"
9,945984,在端点包络@3,0,
9,945984,厚度@3,0.33,
9,945984,功能@3,0,
9,945984,粗略比例填充颜色@4,0,
9,945984,粗糙度@92,1,
9,946068,无连接高度@19,13,
9,946068,长度@1,24.63,
9,946068,已附着顶部@19,0,
9,946068,启用分析模型@12,0,
9,946068,类型 ID@-1,,I - 4"
9,946068,顶部偏移@19,-1,
9,946068,创建的阶段@14,,New Construction
9,946068,体积@1,72.81,
9,946068,族@-1,,I - 4"
9,946068,底部偏移@19,0,
9,946068,与体量相关@19,0,
9,946068,类型@-1,,I - 4"
9,946068,底部约束@19,,L8
9,946068,结构@12,0,
9,946068,族与类型@-1,,I - 4"
9,946068,面积@1,218.44,
9,946068,结构用途@12,0,
9,946068,已附着底部@19,0,
9,946068,顶部延伸距离@19,0,
9,946068,顶部约束@19,,L9
9,946068,定位线@19,2,
9,946068,底部延伸距离@19,0,
9,946068,在插入点包络@3,0,
9,946068,结构材质@5,,00_C-White
9,946068,吸收率@92,0.1,
9,946068,类型名称@0,,I - 4"
9,946068,在端点包络@3,0,
9,946068,厚度@3,0.33,
9,946068,功能@3,0,
9,946068,粗略比例填充颜色@4,0,
9,946068,粗糙度@92,1,
9,946176,族@-1,,I - 4"
9,946176,底部偏移@19,0,
9,946176,与体量相关@19,0,
9,946176,面积@1,617.3,
9,946176,顶部延伸距离@19,0,
9,946176,顶部约束@19,,L9
9,946176,族与类型@-1,,I - 4"
9,946176,长度@1,47.82,
9,946176,定位线@19,2,
9,946176,底部延伸距离@19,0,
9,946176,启用分析模型@12,0,
9,946176,类型@-1,,I - 4"
9,946176,底部约束@19,,L8
9,946176,已附着顶部@19,0,
9,946176,结构用途@12,0,
9,946176,已附着底部@19,0,
9,946176,无连接高度@19,13,
9,946176,体积@1,205.77,
9,946176,类型 ID@-1,,I - 4"
9,946176,创建的阶段@14,,New Construction
9,946176,结构@12,0,
9,946176,顶部偏移@19,-1,
9,946176,在插入点包络@3,0,
9,946176,结构材质@5,,00_C-White
9,946176,吸收率@92,0.1,
9,946176,类型名称@0,,I - 4"
9,946176,在端点包络@3,0,
9,946176,厚度@3,0.33,
9,946176,功能@3,0,
9,946176,粗略比例填充颜色@4,0,
9,946176,粗糙度@92,1,
9,946249,启用分析模型@12,0,
9,946249,无连接高度@19,13,
9,946249,结构用途@12,0,
9,946249,结构@12,0,
9,946249,族与类型@-1,,I - 4"
9,946249,底部延伸距离@19,0,
9,946249,底部偏移@19,0,
9,946249,创建的阶段@14,,New Construction
9,946249,已附着底部@19,0,
9,946249,与体量相关@19,0,
9,946249,族@-1,,I - 4"
9,946249,类型 ID@-1,,I - 4"
9,946249,顶部延伸距离@19,0,
9,946249,顶部约束@19,,L9
9,946249,体积@1,35.57,
9,946249,类型@-1,,I - 4"
9,946249,顶部偏移@19,-1,
9,946249,底部约束@19,,L8
9,946249,已附着顶部@19,0,
9,946249,长度@1,8.63,
9,946249,面积@1,106.71,
9,946249,定位线@19,2,
9,946249,在插入点包络@3,0,
9,946249,结构材质@5,,00_C-White
9,946249,吸收率@92,0.1,
9,946249,类型名称@0,,I - 4"
9,946249,在端点包络@3,0,
9,946249,厚度@3,0.33,
9,946249,功能@3,0,
9,946249,粗略比例填充颜色@4,0,
9,946249,粗糙度@92,1,
9,946306,底部偏移@19,0,
9,946306,创建的阶段@14,,New Construction
9,946306,与体量相关@19,0,
9,946306,体积@1,35.57,
9,946306,类型@-1,,I - 4"
9,946306,类型 ID@-1,,I - 4"
9,946306,底部约束@19,,L8
9,946306,定位线@19,2,
9,946306,已附着底部@19,0,
9,946306,顶部延伸距离@19,0,
9,946306,结构用途@12,0,
9,946306,结构@12,0,
9,946306,长度@1,8.63,
9,946306,族@-1,,I - 4"
9,946306,顶部偏移@19,-1,
9,946306,无连接高度@19,13,
9,946306,顶部约束@19,,L9
9,946306,底部延伸距离@19,0,
9,946306,面积@1,106.71,
9,946306,族与类型@-1,,I - 4"
9,946306,已附着顶部@19,0,
9,946306,启用分析模型@12,0,
9,946306,在插入点包络@3,0,
9,946306,结构材质@5,,00_C-White
9,946306,吸收率@92,0.1,
9,946306,类型名称@0,,I - 4"
9,946306,在端点包络@3,0,
9,946306,厚度@3,0.33,
9,946306,功能@3,0,
9,946306,粗略比例填充颜色@4,0,
9,946306,粗糙度@92,1,
9,946369,底部约束@19,,L8
9,946369,顶部约束@19,,L9
9,946369,底部偏移@19,0,
9,946369,顶部偏移@19,-1,
9,946369,无连接高度@19,13,
9,946369,已附着底部@19,0,
9,946369,结构@12,0,
9,946369,长度@1,8.63,
9,946369,创建的阶段@14,,New Construction
9,946369,族@-1,,I - 4"
9,946369,底部延伸距离@19,0,
9,946369,结构用途@12,0,
9,946369,面积@1,106.71,
9,946369,类型@-1,,I - 4"
9,946369,顶部延伸距离@19,0,
9,946369,与体量相关@19,0,
9,946369,启用分析模型@12,0,
9,946369,定位线@19,2,
9,946369,已附着顶部@19,0,
9,946369,体积@1,35.57,
9,946369,族与类型@-1,,I - 4"
9,946369,类型 ID@-1,,I - 4"
9,946369,在插入点包络@3,0,
9,946369,结构材质@5,,00_C-White
9,946369,吸收率@92,0.1,
9,946369,类型名称@0,,I - 4"
9,946369,在端点包络@3,0,
9,946369,厚度@3,0.33,
9,946369,功能@3,0,
9,946369,粗略比例填充颜色@4,0,
9,946369,粗糙度@92,1,
9,946451,底部延伸距离@19,0,
9,946451,族与类型@-1,,I - 4"
9,946451,顶部偏移@19,-1,
9,946451,顶部延伸距离@19,0,
9,946451,与体量相关@19,0,
9,946451,长度@1,8.63,
9,946451,结构用途@12,0,
9,946451,族@-1,,I - 4"
9,946451,底部约束@19,,L8
9,946451,无连接高度@19,13,
9,946451,定位线@19,2,
9,946451,结构@12,0,
9,946451,顶部约束@19,,L9
9,946451,类型 ID@-1,,I - 4"
9,946451,已附着顶部@19,0,
9,946451,启用分析模型@12,0,
9,946451,已附着底部@19,0,
9,946451,底部偏移@19,0,
9,946451,体积@1,35.57,
9,946451,类型@-1,,I - 4"
9,946451,创建的阶段@14,,New Construction
9,946451,面积@1,106.71,
9,946451,在插入点包络@3,0,
9,946451,结构材质@5,,00_C-White
9,946451,吸收率@92,0.1,
9,946451,类型名称@0,,I - 4"
9,946451,在端点包络@3,0,
9,946451,厚度@3,0.33,
9,946451,功能@3,0,
9,946451,粗略比例填充颜色@4,0,
9,946451,粗糙度@92,1,
9,946578,类型 ID@-1,,I - 4"
9,946578,结构用途@12,0,
9,946578,与体量相关@19,0,
9,946578,底部偏移@19,0,
9,946578,定位线@19,2,
9,946578,顶部延伸距离@19,0,
9,946578,体积@1,67.89,
9,946578,类型@-1,,I - 4"
9,946578,顶部偏移@19,-1,
9,946578,结构@12,0,
9,946578,启用分析模型@12,0,
9,946578,顶部约束@19,,L9
9,946578,族@-1,,I - 4"
9,946578,长度@1,16,
9,946578,已附着底部@19,0,
9,946578,无连接高度@19,13,
9,946578,创建的阶段@14,,New Construction
9,946578,族与类型@-1,,I - 4"
9,946578,已附着顶部@19,0,
9,946578,底部约束@19,,L8
9,946578,面积@1,203.68,
9,946578,底部延伸距离@19,0,
9,946578,在插入点包络@3,0,
9,946578,结构材质@5,,00_C-White
9,946578,吸收率@92,0.1,
9,946578,类型名称@0,,I - 4"
9,946578,在端点包络@3,0,
9,946578,厚度@3,0.33,
9,946578,功能@3,0,
9,946578,粗略比例填充颜色@4,0,
9,946578,粗糙度@92,1,
9,946655,体积@1,51.21,
9,946655,与体量相关@19,0,
9,946655,类型 ID@-1,,I - 4"
9,946655,面积@1,153.63,
9,946655,顶部约束@19,,L9
9,946655,顶部偏移@19,-1,
9,946655,创建的阶段@14,,New Construction
9,946655,定位线@19,2,
9,946655,顶部延伸距离@19,0,
9,946655,结构用途@12,0,
9,946655,启用分析模型@12,0,
9,946655,族与类型@-1,,I - 4"
9,946655,类型@-1,,I - 4"
9,946655,长度@1,12.15,
9,946655,结构@12,0,
9,946655,族@-1,,I - 4"
9,946655,底部偏移@19,0,
9,946655,已附着底部@19,0,
9,946655,底部延伸距离@19,0,
9,946655,无连接高度@19,13,
9,946655,底部约束@19,,L8
9,946655,已附着顶部@19,0,
9,946655,在插入点包络@3,0,
9,946655,结构材质@5,,00_C-White
9,946655,吸收率@92,0.1,
9,946655,类型名称@0,,I - 4"
9,946655,在端点包络@3,0,
9,946655,厚度@3,0.33,
9,946655,功能@3,0,
9,946655,粗略比例填充颜色@4,0,
9,946655,粗糙度@92,1,
9,946705,体积@1,13,
9,946705,类型@-1,,I - 4"
9,946705,顶部延伸距离@19,0,
